week,area,countingDirection,name,timestamp,is_holiday,is_edge_holiday
日曜,plaza_left_far,leftright_topbottom,person,1257.5,1.0,0.0
月曜,plaza_left_far,leftright_topbottom,truck,2.25,0.0,1.0
火曜,plaza_left_far,leftright_topbottom,truck,1.25,0.0,0.5
水曜,plaza_left_far,leftright_topbottom,truck,2.2,0.0,0.6
木曜,plaza_left_far,leftright_topbottom,truck,1.5,0.0,0.5
金曜,plaza_left_far,leftright_topbottom,truck,3.0,0.16666666666666666,0.6666666666666666
土曜,plaza_left_far,leftright_topbottom,truck,2.3333333333333335,1.0,0.0
日曜,plaza_left_far,leftright_topbottom,truck,1.0,1.0,0.0
月曜,plaza_left_far,rightleft_bottomtop,bicycle,6.3,0.1,0.9
火曜,plaza_left_far,rightleft_bottomtop,bicycle,4.666666666666667,0.0,0.1111111111111111
水曜,plaza_left_far,rightleft_bottomtop,bicycle,4.555555555555555,0.0,0.1111111111111111
木曜,plaza_left_far,rightleft_bottomtop,bicycle,17.125,0.125,0.0
金曜,plaza_left_far,rightleft_bottomtop,bicycle,6.125,0.125,0.875
土曜,plaza_left_far,rightleft_bottomtop,bicycle,6.0,1.0,0.0
日曜,plaza_left_far,rightleft_bottomtop,bicycle,5.222222222222222,1.0,0.0
月曜,plaza_left_far,rightleft_bottomtop,bus,2.0,0.0,0.8
火曜,plaza_left_far,rightleft_bottomtop,bus,2.0,0.0,0.3333333333333333
水曜,plaza_left_far,rightleft_bottomtop,bus,1.0,0.0,0.25
木曜,plaza_left_far,rightleft_bottomtop,bus,1.0,0.3333333333333333,0.3333333333333333
金曜,plaza_left_far,rightleft_bottomtop,bus,1.6666666666666667,0.0,0.6666666666666666
土曜,plaza_left_far,rightleft_bottomtop,bus,1.6666666666666667,1.0,0.0
日曜,plaza_left_far,rightleft_bottomtop,bus,1.3333333333333333,1.0,0.0
月曜,plaza_left_far,rightleft_bottomtop,car,6.0,0.1,0.9
火曜,plaza_left_far,rightleft_bottomtop,car,5.333333333333333,0.0,0.1111111111111111
水曜,plaza_left_far,rightleft_bottomtop,car,5.142857142857143,0.0,0.14285714285714285
木曜,plaza_left_far,rightleft_bottomtop,car,4.222222222222222,0.1111111111111111,0.1111111111111111
金曜,plaza_left_far,rightleft_bottomtop,car,7.333333333333333,0.1111111111111111,0.8888888888888888
土曜,plaza_left_far,rightleft_bottomtop,car,9.444444444444445,1.0,0.0
日曜,plaza_left_far,rightleft_bottomtop,car,6.1,1.0,0.0
月曜,plaza_left_far,rightleft_bottomtop,motorbike,170.11111111111111,0.1111111111111111,0.8888888888888888
火曜,plaza_left_far,rightleft_bottomtop,motorbike,61.333333333333336,0.0,0.1111111111111111
水曜,plaza_left_far,rightleft_bottomtop,motorbike,156.44444444444446,0.0,0.2222222222222222
木曜,plaza_left_far,rightleft_bottomtop,motorbike,171.25,0.125,0.0
金曜,plaza_left_far,rightleft_bottomtop,motorbike,137.75,0.125,0.875
土曜,plaza_left_far,rightleft_bottomtop,motorbike,151.77777777777777,1.0,0.0
日曜,plaza_left_far,rightleft_bottomtop,motorbike,105.22222222222223,1.0,0.0
月曜,plaza_left_far,rightleft_bottomtop,person,662.8,0.1,0.9
火曜,plaza_left_far,rightleft_bottomtop,person,513.0,0.0,0.1
水曜,plaza_left_far,rightleft_bottomtop,person,578.3,0.0,0.1
木曜,plaza_left_far,rightleft_bottomtop,person,753.3,0.1,0.1
金曜,plaza_left_far,rightleft_bottomtop,person,848.5555555555555,0.1111111111111111,0.8888888888888888
土曜,plaza_left_far,rightleft_bottomtop,person,896.6,1.0,0.0
日曜,plaza_left_far,rightleft_bottomtop,person,930.8,1.0,0.0
月曜,plaza_left_far,rightleft_bottomtop,truck,2.2,0.0,0.6
火曜,plaza_left_far,rightleft_bottomtop,truck,1.75,0.0,0.0
水曜,plaza_left_far,rightleft_bottomtop,truck,1.3,0.0,0.3
木曜,plaza_left_far,rightleft_bottomtop,truck,1.8333333333333333,0.16666666666666666,0.3333333333333333
金曜,plaza_left_far,rightleft_bottomtop,truck,1.5,0.16666666666666666,0.16666666666666666
土曜,plaza_left_far,rightleft_bottomtop,truck,1.0,1.0,0.0
日曜,plaza_left_far,rightleft_bottomtop,truck,2.25,1.0,0.0
月曜,plaza_left_near,leftright_topbottom,bicycle,3.7777777777777777,0.1111111111111111,0.8888888888888888
火曜,plaza_left_near,leftright_topbottom,bicycle,4.571428571428571,0.0,0.14285714285714285
水曜,plaza_left_near,leftright_topbottom,bicycle,3.888888888888889,0.0,0.2222222222222222
木曜,plaza_left_near,leftright_topbottom,bicycle,5.444444444444445,0.1111111111111111,0.1111111111111111
金曜,plaza_left_near,leftright_topbottom,bicycle,5.125,0.125,0.875
土曜,plaza_left_near,leftright_topbottom,bicycle,3.5,1.0,0.0
日曜,plaza_left_near,leftright_topbottom,bicycle,3.7777777777777777,1.0,0.0
月曜,plaza_left_near,leftright_topbottom,bus,23.25,0.0,0.75
火曜,plaza_left_near,leftright_topbottom,bus,42.0,0.0,0.5
水曜,plaza_left_near,leftright_topbottom,bus,29.75,0.0,0.25
木曜,plaza_left_near,leftright_topbottom,bus,33.25,0.25,0.5
金曜,plaza_left_near,leftright_topbottom,bus,22.666666666666668,0.3333333333333333,0.3333333333333333
土曜,plaza_left_near,leftright_topbottom,bus,24.0,1.0,0.0
日曜,plaza_left_near,leftright_topbottom,bus,20.333333333333332,1.0,0.0
月曜,plaza_left_near,leftright_topbottom,car,13.7,0.1,0.9
火曜,plaza_left_near,leftright_topbottom,car,12.6,0.0,0.1
水曜,plaza_left_near,leftright_topbottom,car,11.6,0.0,0.1
木曜,plaza_left_near,leftright_topbottom,car,15.9,0.1,0.1
金曜,plaza_left_near,leftright_topbottom,car,18.444444444444443,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,leftright_topbottom,car,14.3,1.0,0.0
日曜,plaza_left_near,leftright_topbottom,car,15.4,1.0,0.0
月曜,plaza_left_near,leftright_topbottom,motorbike,21.3,0.1,0.9
火曜,plaza_left_near,leftright_topbottom,motorbike,6.125,0.0,0.125
水曜,plaza_left_near,leftright_topbottom,motorbike,11.1,0.0,0.1
木曜,plaza_left_near,leftright_topbottom,motorbike,13.11111111111111,0.1111111111111111,0.2222222222222222
金曜,plaza_left_near,leftright_topbottom,motorbike,14.125,0.125,0.875
土曜,plaza_left_near,leftright_topbottom,motorbike,16.333333333333332,1.0,0.0
日曜,plaza_left_near,leftright_topbottom,motorbike,11.9,1.0,0.0
月曜,plaza_left_near,leftright_topbottom,person,509.9,0.1,0.9
火曜,plaza_left_near,leftright_topbottom,person,426.0,0.0,0.1
水曜,plaza_left_near,leftright_topbottom,person,438.2,0.0,0.1
木曜,plaza_left_near,leftright_topbottom,person,536.4,0.1,0.1
金曜,plaza_left_near,leftright_topbottom,person,663.0,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,leftright_topbottom,person,670.4,1.0,0.0
日曜,plaza_left_near,leftright_topbottom,person,767.7,1.0,0.0
月曜,plaza_left_near,leftright_topbottom,truck,7.7,0.1,0.9
火曜,plaza_left_near,leftright_topbottom,truck,5.7,0.0,0.1
水曜,plaza_left_near,leftright_topbottom,truck,5.8,0.0,0.1
木曜,plaza_left_near,leftright_topbottom,truck,9.3,0.1,0.1
金曜,plaza_left_near,leftright_topbottom,truck,5.222222222222222,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,leftright_topbottom,truck,7.0,1.0,0.0
日曜,plaza_left_near,leftright_topbottom,truck,5.777777777777778,1.0,0.0
月曜,plaza_left_near,rightleft_bottomtop,bicycle,47.77777777777778,0.1111111111111111,0.8888888888888888
火曜,plaza_left_near,rightleft_bottomtop,bicycle,44.55555555555556,0.0,0.1111111111111111
水曜,plaza_left_near,rightleft_bottomtop,bicycle,48.22222222222222,0.0,0.2222222222222222
木曜,plaza_left_near,rightleft_bottomtop,bicycle,50.0,0.125,0.0
金曜,plaza_left_near,rightleft_bottomtop,bicycle,53.5,0.125,0.875
土曜,plaza_left_near,rightleft_bottomtop,bicycle,43.55555555555556,1.0,0.0
日曜,plaza_left_near,rightleft_bottomtop,bicycle,36.333333333333336,1.0,0.0
月曜,plaza_left_near,rightleft_bottomtop,bus,10.5,0.1,0.9
火曜,plaza_left_near,rightleft_bottomtop,bus,19.142857142857142,0.0,0.14285714285714285
水曜,plaza_left_near,rightleft_bottomtop,bus,13.777777777777779,0.0,0.1111111111111111
木曜,plaza_left_near,rightleft_bottomtop,bus,14.4,0.1,0.1
金曜,plaza_left_near,rightleft_bottomtop,bus,9.222222222222221,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,rightleft_bottomtop,bus,22.88888888888889,1.0,0.0
日曜,plaza_left_near,rightleft_bottomtop,bus,17.333333333333332,1.0,0.0
月曜,plaza_left_near,rightleft_bottomtop,car,94.9,0.1,0.9
火曜,plaza_left_near,rightleft_bottomtop,car,75.6,0.0,0.1
水曜,plaza_left_near,rightleft_bottomtop,car,83.1,0.0,0.1
